# N=256, Tmax=4096, anz=10
  0.430612    1096.50   0.826172   0.734375   0.621094   0.541016   0.449219   0.406250   0.314453   0.232422   0.113281   0.068359   0.003906   0.000000   0.000000 
  0.432653    1388.00   0.814453   0.748047   0.644531   0.570312   0.482422   0.414062   0.347656   0.250000   0.181641   0.107422   0.003906   0.000000   0.000000 
  0.434694    1302.50   0.816406   0.722656   0.638672   0.583984   0.466797   0.423828   0.390625   0.273438   0.240234   0.144531   0.005859   0.000000   0.000000 
  0.436735    2959.50   0.826172   0.742188   0.642578   0.537109   0.486328   0.404297   0.359375   0.351562   0.242188   0.197266   0.132812   0.003906   0.000000 
  0.438776    4097.00   0.808594   0.726562   0.671875   0.599609   0.529297   0.470703   0.400391   0.349609   0.291016   0.246094   0.218750   0.210938   0.123047 
  0.440816    4097.00   0.816406   0.736328   0.664062   0.580078   0.513672   0.433594   0.363281   0.355469   0.328125   0.251953   0.183594   0.230469   0.212891 
  0.442857    4097.00   0.835938   0.748047   0.660156   0.589844   0.509766   0.437500   0.408203   0.408203   0.349609   0.382812   0.289062   0.308594   0.263672 
  0.444898    4097.00   0.820312   0.742188   0.664062   0.568359   0.509766   0.490234   0.480469   0.421875   0.373047   0.349609   0.371094   0.320312   0.333984 
  0.446939    4097.00   0.835938   0.759766   0.667969   0.572266   0.535156   0.535156   0.458984   0.470703   0.427734   0.421875   0.441406   0.412109   0.382812 
  0.448980    4097.00   0.839844   0.769531   0.669922   0.603516   0.535156   0.511719   0.466797   0.433594   0.433594   0.390625   0.431641   0.437500   0.472656 
  0.451020    4097.00   0.828125   0.767578   0.687500   0.593750   0.562500   0.500000   0.515625   0.474609   0.492188   0.468750   0.457031   0.513672   0.468750 
  0.453061    4097.00   0.833984   0.775391   0.691406   0.613281   0.568359   0.513672   0.517578   0.513672   0.488281   0.429688   0.490234   0.492188   0.441406 
  0.455102    4097.00   0.845703   0.763672   0.681641   0.621094   0.556641   0.544922   0.488281   0.498047   0.496094   0.500000   0.521484   0.513672   0.503906 
  0.457143    4097.00   0.833984   0.775391   0.714844   0.587891   0.580078   0.519531   0.529297   0.544922   0.525391   0.542969   0.537109   0.541016   0.500000 
  0.459184    4097.00   0.833984   0.761719   0.691406   0.636719   0.607422   0.585938   0.568359   0.570312   0.546875   0.541016   0.568359   0.566406   0.517578 
  0.461224    4097.00   0.835938   0.763672   0.703125   0.644531   0.582031   0.597656   0.576172   0.574219   0.539062   0.566406   0.558594   0.533203   0.558594 
  0.463265    4097.00   0.855469   0.787109   0.720703   0.662109   0.613281   0.603516   0.597656   0.560547   0.550781   0.585938   0.568359   0.558594   0.535156 
  0.465306    4097.00   0.855469   0.787109   0.728516   0.667969   0.625000   0.605469   0.582031   0.564453   0.599609   0.550781   0.578125   0.603516   0.558594 
  0.467347    4097.00   0.847656   0.781250   0.708984   0.658203   0.609375   0.613281   0.580078   0.603516   0.568359   0.589844   0.619141   0.603516   0.574219 
  0.469388    4097.00   0.863281   0.777344   0.718750   0.666016   0.630859   0.632812   0.625000   0.617188   0.634766   0.601562   0.587891   0.601562   0.615234 
  0.471429    4097.00   0.847656   0.794922   0.726562   0.683594   0.636719   0.609375   0.603516   0.593750   0.603516   0.638672   0.607422   0.603516   0.603516 
  0.473469    4097.00   0.847656   0.800781   0.720703   0.677734   0.642578   0.603516   0.603516   0.603516   0.630859   0.625000   0.595703   0.634766   0.644531 
  0.475510    4097.00   0.855469   0.787109   0.732422   0.712891   0.664062   0.634766   0.628906   0.660156   0.640625   0.654297   0.634766   0.644531   0.658203 
  0.477551    4097.00   0.841797   0.798828   0.740234   0.707031   0.667969   0.628906   0.634766   0.621094   0.626953   0.648438   0.638672   0.644531   0.650391 
  0.479592    4097.00   0.871094   0.804688   0.761719   0.710938   0.675781   0.656250   0.658203   0.679688   0.662109   0.650391   0.652344   0.673828   0.664062 
  0.481633    4097.00   0.857422   0.789062   0.728516   0.712891   0.681641   0.667969   0.662109   0.679688   0.695312   0.673828   0.666016   0.660156   0.664062 
  0.483673    4097.00   0.863281   0.794922   0.748047   0.681641   0.685547   0.667969   0.646484   0.681641   0.673828   0.677734   0.656250   0.626953   0.695312 
  0.485714    4097.00   0.875000   0.810547   0.750000   0.701172   0.685547   0.652344   0.662109   0.664062   0.662109   0.652344   0.671875   0.679688   0.664062 
  0.487755    4097.00   0.871094   0.808594   0.763672   0.699219   0.689453   0.634766   0.671875   0.685547   0.703125   0.679688   0.701172   0.697266   0.679688 
  0.489796    4097.00   0.861328   0.812500   0.751953   0.714844   0.707031   0.708984   0.697266   0.667969   0.705078   0.701172   0.697266   0.681641   0.681641 
  0.491837    4097.00   0.867188   0.820312   0.761719   0.736328   0.720703   0.703125   0.697266   0.699219   0.716797   0.707031   0.710938   0.716797   0.695312 
  0.493878    4097.00   0.869141   0.806641   0.769531   0.718750   0.726562   0.744141   0.673828   0.699219   0.703125   0.714844   0.714844   0.707031   0.703125 
  0.495918    4097.00   0.873047   0.822266   0.759766   0.738281   0.716797   0.722656   0.716797   0.728516   0.746094   0.728516   0.699219   0.728516   0.742188 
  0.497959    4097.00   0.869141   0.835938   0.769531   0.718750   0.742188   0.728516   0.714844   0.744141   0.722656   0.718750   0.707031   0.732422   0.734375 
  0.500000    4097.00   0.869141   0.810547   0.802734   0.746094   0.722656   0.740234   0.740234   0.707031   0.722656   0.742188   0.722656   0.722656   0.710938 
