# N=256, Tmax=4096, anz=3
  0.600000     275.00   0.839844   0.730469   0.667969   0.523438   0.371094   0.328125   0.171875   0.031250   0.003906   0.000000   0.000000   0.000000   0.000000 
  0.602041     257.00   0.863281   0.753906   0.636719   0.558594   0.406250   0.289062   0.171875   0.101562   0.003906   0.000000   0.000000   0.000000   0.000000 
  0.604082     210.00   0.859375   0.769531   0.664062   0.531250   0.433594   0.367188   0.183594   0.003906   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.606122     295.00   0.835938   0.746094   0.621094   0.570312   0.406250   0.289062   0.187500   0.101562   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.608163     355.00   0.871094   0.730469   0.593750   0.566406   0.433594   0.328125   0.281250   0.128906   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.610204     221.00   0.835938   0.769531   0.679688   0.562500   0.382812   0.324219   0.218750   0.003906   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.612245     422.00   0.851562   0.773438   0.679688   0.589844   0.460938   0.343750   0.296875   0.132812   0.011719   0.000000   0.000000   0.000000   0.000000 
  0.614286     399.00   0.863281   0.781250   0.687500   0.582031   0.480469   0.367188   0.273438   0.156250   0.011719   0.000000   0.000000   0.000000   0.000000 
  0.616327     381.00   0.835938   0.777344   0.691406   0.605469   0.472656   0.382812   0.277344   0.183594   0.003906   0.000000   0.000000   0.000000   0.000000 
  0.618367     341.00   0.863281   0.765625   0.710938   0.613281   0.429688   0.386719   0.253906   0.238281   0.003906   0.000000   0.000000   0.000000   0.000000 
  0.620408     459.00   0.824219   0.765625   0.707031   0.558594   0.531250   0.378906   0.234375   0.125000   0.003906   0.000000   0.000000   0.000000   0.000000 
  0.622449     674.00   0.871094   0.792969   0.726562   0.609375   0.523438   0.492188   0.335938   0.171875   0.113281   0.003906   0.000000   0.000000   0.000000 
  0.624490     754.00   0.871094   0.781250   0.726562   0.609375   0.515625   0.449219   0.343750   0.296875   0.101562   0.003906   0.000000   0.000000   0.000000 
  0.626531     616.00   0.863281   0.777344   0.699219   0.609375   0.492188   0.437500   0.371094   0.242188   0.109375   0.003906   0.000000   0.000000   0.000000 
  0.628571     844.00   0.878906   0.769531   0.753906   0.652344   0.542969   0.449219   0.332031   0.269531   0.187500   0.007812   0.000000   0.000000   0.000000 
  0.630612    1401.00   0.847656   0.757812   0.718750   0.675781   0.539062   0.472656   0.449219   0.375000   0.273438   0.117188   0.003906   0.000000   0.000000 
  0.632653    1232.00   0.886719   0.789062   0.648438   0.593750   0.574219   0.500000   0.433594   0.289062   0.207031   0.023438   0.003906   0.000000   0.000000 
  0.634694    1770.00   0.855469   0.777344   0.742188   0.675781   0.593750   0.496094   0.355469   0.269531   0.191406   0.113281   0.011719   0.000000   0.000000 
  0.636735    3351.00   0.863281   0.789062   0.683594   0.652344   0.562500   0.589844   0.441406   0.351562   0.289062   0.261719   0.125000   0.003906   0.000000 
  0.638776    2612.00   0.886719   0.816406   0.746094   0.695312   0.562500   0.574219   0.496094   0.382812   0.355469   0.183594   0.125000   0.003906   0.000000 
  0.640816    2416.00   0.855469   0.812500   0.742188   0.644531   0.609375   0.460938   0.449219   0.382812   0.382812   0.261719   0.105469   0.003906   0.000000 
  0.642857    4097.00   0.878906   0.796875   0.703125   0.625000   0.613281   0.511719   0.460938   0.421875   0.367188   0.417969   0.214844   0.117188   0.199219 
  0.644898    4097.00   0.843750   0.769531   0.746094   0.664062   0.644531   0.601562   0.531250   0.468750   0.359375   0.343750   0.250000   0.285156   0.253906 
  0.646939    4097.00   0.886719   0.812500   0.796875   0.679688   0.625000   0.578125   0.535156   0.441406   0.457031   0.433594   0.390625   0.359375   0.304688 
  0.648980    4097.00   0.878906   0.808594   0.742188   0.652344   0.625000   0.554688   0.593750   0.496094   0.421875   0.414062   0.261719   0.281250   0.367188 
  0.651020    4097.00   0.882812   0.808594   0.777344   0.648438   0.707031   0.566406   0.492188   0.449219   0.441406   0.441406   0.484375   0.523438   0.503906 
  0.653061    4097.00   0.906250   0.824219   0.753906   0.707031   0.660156   0.597656   0.562500   0.460938   0.480469   0.417969   0.496094   0.324219   0.437500 
  0.655102    4097.00   0.894531   0.828125   0.746094   0.707031   0.640625   0.578125   0.558594   0.507812   0.542969   0.562500   0.519531   0.464844   0.507812 
  0.657143    4097.00   0.867188   0.835938   0.781250   0.710938   0.667969   0.621094   0.550781   0.531250   0.515625   0.511719   0.527344   0.625000   0.511719 
  0.659184    4097.00   0.863281   0.816406   0.746094   0.703125   0.671875   0.628906   0.613281   0.542969   0.570312   0.527344   0.519531   0.542969   0.582031 
  0.661224    4097.00   0.871094   0.808594   0.773438   0.773438   0.656250   0.683594   0.593750   0.582031   0.546875   0.570312   0.593750   0.578125   0.585938 
  0.663265    4097.00   0.863281   0.808594   0.761719   0.738281   0.730469   0.648438   0.601562   0.664062   0.613281   0.628906   0.519531   0.570312   0.601562 
  0.665306    4097.00   0.910156   0.839844   0.761719   0.699219   0.667969   0.660156   0.636719   0.636719   0.613281   0.582031   0.605469   0.605469   0.554688 
  0.667347    4097.00   0.871094   0.816406   0.785156   0.710938   0.707031   0.648438   0.601562   0.628906   0.585938   0.554688   0.593750   0.621094   0.566406 
  0.669388    4097.00   0.894531   0.839844   0.804688   0.710938   0.667969   0.664062   0.570312   0.597656   0.632812   0.671875   0.621094   0.632812   0.656250 
  0.671429    4097.00   0.878906   0.792969   0.765625   0.722656   0.703125   0.648438   0.664062   0.644531   0.691406   0.589844   0.546875   0.593750   0.652344 
  0.673469    4097.00   0.914062   0.847656   0.777344   0.707031   0.703125   0.664062   0.730469   0.652344   0.648438   0.667969   0.644531   0.675781   0.609375 
  0.675510    4097.00   0.898438   0.828125   0.816406   0.757812   0.703125   0.687500   0.671875   0.667969   0.675781   0.695312   0.625000   0.640625   0.699219 
  0.677551    4097.00   0.886719   0.847656   0.789062   0.738281   0.687500   0.703125   0.679688   0.707031   0.667969   0.707031   0.652344   0.656250   0.671875 
  0.679592    4097.00   0.894531   0.839844   0.785156   0.722656   0.710938   0.707031   0.699219   0.640625   0.675781   0.652344   0.714844   0.664062   0.687500 
  0.681633    4097.00   0.910156   0.851562   0.820312   0.757812   0.699219   0.718750   0.671875   0.695312   0.722656   0.707031   0.664062   0.656250   0.699219 
  0.683673    4097.00   0.902344   0.871094   0.820312   0.753906   0.722656   0.703125   0.734375   0.699219   0.722656   0.714844   0.699219   0.707031   0.621094 
  0.685714    4097.00   0.894531   0.847656   0.800781   0.785156   0.730469   0.679688   0.648438   0.710938   0.718750   0.722656   0.703125   0.718750   0.722656 
  0.687755    4097.00   0.882812   0.843750   0.843750   0.812500   0.769531   0.738281   0.726562   0.726562   0.710938   0.679688   0.703125   0.746094   0.738281 
  0.689796    4097.00   0.898438   0.843750   0.812500   0.785156   0.742188   0.773438   0.757812   0.773438   0.726562   0.679688   0.734375   0.679688   0.710938 
  0.691837    4097.00   0.902344   0.878906   0.804688   0.777344   0.750000   0.746094   0.707031   0.750000   0.726562   0.675781   0.777344   0.746094   0.703125 
  0.693878    4097.00   0.914062   0.863281   0.816406   0.781250   0.769531   0.757812   0.703125   0.738281   0.796875   0.718750   0.773438   0.714844   0.742188 
  0.695918    4097.00   0.910156   0.847656   0.820312   0.781250   0.765625   0.742188   0.730469   0.789062   0.757812   0.761719   0.722656   0.769531   0.742188 
  0.697959    4097.00   0.902344   0.816406   0.789062   0.769531   0.734375   0.781250   0.757812   0.730469   0.765625   0.742188   0.750000   0.769531   0.730469 
  0.700000    4097.00   0.910156   0.851562   0.828125   0.808594   0.800781   0.765625   0.703125   0.734375   0.781250   0.718750   0.738281   0.738281   0.753906 
