# N=512, Tmax=8192, anz=10
  0.600000     265.00   0.831055   0.760742   0.641602   0.542969   0.400391   0.287109   0.161133   0.014648   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.602041     329.50   0.847656   0.759766   0.659180   0.552734   0.425781   0.300781   0.186523   0.066406   0.001953   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.604082     317.00   0.843750   0.761719   0.647461   0.552734   0.432617   0.329102   0.201172   0.061523   0.001953   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.606122     361.00   0.840820   0.764648   0.674805   0.551758   0.445312   0.326172   0.211914   0.084961   0.001953   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.608163     355.50   0.840820   0.761719   0.654297   0.562500   0.453125   0.341797   0.205078   0.096680   0.002930   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.610204     491.50   0.845703   0.767578   0.672852   0.553711   0.452148   0.352539   0.223633   0.110352   0.002930   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.612245     393.00   0.850586   0.768555   0.670898   0.578125   0.464844   0.345703   0.245117   0.131836   0.003906   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.614286     456.50   0.852539   0.766602   0.675781   0.591797   0.483398   0.378906   0.243164   0.155273   0.004883   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.616327     559.50   0.862305   0.783203   0.696289   0.578125   0.476562   0.373047   0.274414   0.162109   0.048828   0.001953   0.000000   0.000000   0.000000   0.000000 
  0.618367     615.00   0.855469   0.783203   0.684570   0.587891   0.500977   0.397461   0.311523   0.195312   0.039062   0.000977   0.000000   0.000000   0.000000   0.000000 
  0.620408     624.00   0.859375   0.772461   0.690430   0.610352   0.502930   0.407227   0.298828   0.171875   0.099609   0.001953   0.000000   0.000000   0.000000   0.000000 
  0.622449     771.50   0.848633   0.773438   0.697266   0.607422   0.509766   0.414062   0.334961   0.219727   0.119141   0.001953   0.000000   0.000000   0.000000   0.000000 
  0.624490     794.00   0.857422   0.782227   0.687500   0.619141   0.534180   0.437500   0.326172   0.246094   0.155273   0.001953   0.000000   0.000000   0.000000   0.000000 
  0.626531    1028.50   0.875000   0.799805   0.713867   0.611328   0.544922   0.449219   0.356445   0.245117   0.186523   0.009766   0.000977   0.000000   0.000000   0.000000 
  0.628571    1166.00   0.870117   0.801758   0.710938   0.625977   0.536133   0.445312   0.370117   0.269531   0.176758   0.053711   0.001953   0.000000   0.000000   0.000000 
  0.630612    1097.00   0.855469   0.781250   0.703125   0.628906   0.545898   0.459961   0.367188   0.306641   0.192383   0.106445   0.001953   0.000000   0.000000   0.000000 
  0.632653    1335.50   0.860352   0.798828   0.712891   0.615234   0.567383   0.472656   0.372070   0.312500   0.194336   0.083008   0.001953   0.000000   0.000000   0.000000 
  0.634694    1919.00   0.864258   0.789062   0.699219   0.628906   0.539062   0.481445   0.414062   0.347656   0.235352   0.158203   0.001953   0.000000   0.000000   0.000000 
