# N=12, Tmax=192, anz=3
  0.600000      36.00   0.833333   0.833333   0.500000   0.333333   0.500000   0.166667   0.000000   0.000000 
  0.602041      69.00   0.916667   0.916667   0.750000   0.583333   0.416667   0.416667   0.083333   0.000000 
  0.604082      90.00   0.750000   0.583333   0.583333   0.583333   0.500000   0.583333   0.083333   0.000000 
  0.606122      87.00   0.833333   0.750000   0.583333   0.500000   0.416667   0.416667   0.250000   0.000000 
  0.608163      67.00   0.916667   0.916667   0.750000   0.500000   0.333333   0.583333   0.166667   0.000000 
  0.610204      40.00   0.916667   0.666667   0.666667   0.416667   0.333333   0.083333   0.000000   0.000000 
  0.612245      90.00   0.833333   0.666667   0.666667   0.500000   0.500000   0.500000   0.083333   0.000000 
  0.614286     193.00   0.833333   0.750000   0.583333   0.750000   0.583333   0.416667   0.333333   0.250000 
  0.616327      86.00   0.833333   0.666667   0.583333   0.500000   0.333333   0.416667   0.083333   0.000000 
  0.618367      91.00   0.833333   0.750000   0.833333   0.583333   0.416667   0.333333   0.250000   0.000000 
  0.620408     144.00   0.833333   0.666667   0.666667   0.750000   0.583333   0.583333   0.250000   0.083333 
  0.622449     178.00   0.833333   0.750000   0.583333   0.666667   0.666667   0.666667   0.666667   0.083333 
  0.624490     139.00   0.916667   0.833333   0.750000   0.583333   0.583333   0.416667   0.333333   0.083333 
  0.626531     193.00   0.916667   0.583333   0.500000   0.333333   0.500000   0.500000   0.333333   0.250000 
  0.628571      59.00   0.916667   0.833333   0.833333   0.666667   0.666667   0.166667   0.000000   0.000000 
  0.630612      51.00   0.916667   0.750000   0.666667   0.416667   0.583333   0.083333   0.000000   0.000000 
  0.632653     193.00   0.833333   0.833333   0.833333   0.666667   0.333333   0.250000   0.666667   0.083333 
  0.634694     193.00   0.916667   0.750000   0.666667   0.250000   0.166667   0.166667   0.166667   0.166667 
  0.636735     174.00   0.916667   0.750000   0.750000   0.500000   0.333333   0.416667   0.416667   0.083333 
  0.638776     120.00   0.833333   0.750000   0.500000   0.416667   0.333333   0.416667   0.166667   0.000000 
  0.640816      64.00   0.833333   0.666667   0.666667   0.750000   0.500000   0.416667   0.083333   0.000000 
  0.642857     171.00   0.833333   0.916667   0.666667   0.500000   0.416667   0.333333   0.250000   0.083333 
  0.644898     193.00   0.916667   0.916667   0.833333   0.583333   0.666667   0.416667   0.500000   0.333333 
  0.646939     193.00   0.916667   0.916667   0.583333   0.666667   0.583333   0.583333   0.750000   0.250000 
  0.648980     167.00   0.916667   0.750000   0.666667   0.916667   0.833333   0.583333   0.833333   0.166667 
  0.651020     193.00   0.916667   0.833333   0.666667   0.666667   0.583333   0.583333   0.583333   0.583333 
  0.653061     141.00   1.000000   0.916667   0.833333   0.833333   0.833333   0.583333   0.416667   0.083333 
  0.655102     168.00   0.833333   0.750000   0.583333   0.666667   0.666667   0.666667   0.083333   0.083333 
  0.657143     193.00   0.916667   0.833333   0.916667   0.833333   0.666667   0.583333   0.750000   0.750000 
  0.659184     193.00   0.833333   0.833333   0.750000   0.833333   0.750000   0.583333   0.583333   0.833333 
  0.661224     193.00   0.833333   0.833333   0.916667   0.583333   0.666667   0.833333   0.833333   0.750000 
  0.663265     129.00   0.916667   0.833333   0.750000   0.750000   0.750000   0.583333   0.500000   0.166667 
  0.665306     193.00   0.833333   1.000000   0.916667   0.666667   0.583333   0.750000   0.666667   0.333333 
  0.667347     193.00   0.916667   0.833333   0.666667   0.833333   0.583333   0.666667   0.583333   0.083333 
  0.669388     193.00   0.916667   0.833333   0.833333   0.666667   0.833333   0.833333   0.583333   0.250000 
  0.671429     193.00   0.916667   0.916667   0.750000   0.666667   0.833333   0.833333   0.750000   0.500000 
  0.673469     193.00   0.916667   0.833333   0.666667   0.750000   0.666667   0.583333   0.500000   0.666667 
  0.675510     193.00   0.916667   0.833333   0.833333   0.916667   0.750000   0.500000   0.833333   0.666667 
  0.677551     193.00   0.916667   0.833333   0.583333   0.500000   0.583333   0.750000   0.750000   0.750000 
  0.679592     193.00   0.916667   0.916667   0.833333   0.750000   0.666667   0.833333   0.583333   0.583333 
  0.681633     193.00   0.833333   0.833333   0.833333   0.583333   0.750000   0.833333   0.750000   0.666667 
  0.683673     193.00   1.000000   0.916667   0.750000   0.833333   0.750000   0.666667   0.750000   0.750000 
  0.685714     193.00   0.833333   0.750000   0.666667   0.916667   0.666667   0.916667   0.750000   0.666667 
  0.687755     193.00   0.916667   0.916667   0.750000   0.833333   0.583333   0.750000   0.833333   0.750000 
  0.689796     193.00   0.916667   0.833333   0.666667   0.833333   0.833333   0.750000   0.666667   0.833333 
  0.691837     193.00   0.916667   0.833333   0.666667   0.750000   0.500000   0.666667   0.750000   0.916667 
  0.693878     193.00   1.000000   1.000000   0.916667   0.833333   0.833333   0.750000   0.666667   0.666667 
  0.695918     193.00   0.916667   0.916667   0.916667   0.833333   0.583333   0.750000   0.833333   0.750000 
  0.697959     193.00   0.916667   1.000000   0.833333   0.666667   0.833333   0.916667   0.750000   0.750000 
  0.700000     193.00   0.916667   0.833333   0.833333   0.833333   0.500000   0.833333   0.416667   0.750000 
