# N=1024, Tmax=16384, anz=10
  0.600000     328.50   0.832520   0.754395   0.645996   0.534180   0.422363   0.293457   0.159668   0.052246   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.602041     390.00   0.840332   0.758301   0.658691   0.538086   0.431152   0.313477   0.173340   0.061523   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.604082     373.00   0.842773   0.754883   0.660156   0.541504   0.429688   0.312012   0.213867   0.076172   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.606122     410.50   0.839355   0.764160   0.666504   0.563477   0.456055   0.333984   0.198730   0.081055   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.608163     433.00   0.842773   0.769043   0.672852   0.551758   0.462402   0.330078   0.222656   0.110840   0.001465   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.610204     465.00   0.845215   0.767090   0.674805   0.557617   0.449707   0.323730   0.200684   0.100586   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.612245     464.50   0.852539   0.768066   0.676270   0.571777   0.477051   0.344727   0.224609   0.125000   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.614286     539.50   0.849121   0.770508   0.684082   0.593750   0.486816   0.384766   0.249512   0.131348   0.041016   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.616327     669.50   0.854492   0.778320   0.688965   0.583984   0.487793   0.391113   0.270996   0.160645   0.068359   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.618367     589.50   0.853516   0.780762   0.692871   0.610352   0.520508   0.408691   0.305664   0.191895   0.076660   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.620408     686.50   0.853027   0.782715   0.693848   0.603027   0.506836   0.423828   0.299316   0.191406   0.091309   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.622449     790.50   0.854980   0.784180   0.702637   0.607422   0.511719   0.430176   0.323730   0.235352   0.127441   0.000977   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.624490    1073.00   0.854492   0.781738   0.695801   0.609375   0.529297   0.437988   0.326172   0.219727   0.129883   0.027832   0.000977   0.000000   0.000000   0.000000   0.000000 
  0.626531    1260.00   0.862793   0.786133   0.700684   0.612305   0.524902   0.432129   0.357910   0.249512   0.136230   0.050293   0.000977   0.000000   0.000000   0.000000   0.000000 
  0.628571    1280.00   0.856934   0.785645   0.691406   0.608887   0.527832   0.458496   0.367188   0.280273   0.159668   0.080078   0.000977   0.000000   0.000000   0.000000   0.000000 
  0.630612    1856.00   0.869629   0.793457   0.710938   0.621094   0.515137   0.434570   0.374512   0.271973   0.206543   0.103027   0.001465   0.000000   0.000000   0.000000   0.000000 
  0.632653    2854.00   0.868652   0.793457   0.719238   0.634277   0.554688   0.473633   0.394531   0.318359   0.222168   0.141602   0.059570   0.000977   0.000000   0.000000   0.000000 
  0.634694    2242.00   0.866699   0.797852   0.721680   0.637695   0.560059   0.494141   0.416504   0.330566   0.261230   0.151367   0.103027   0.000977   0.000000   0.000000   0.000000 
  0.636735    3639.50   0.871582   0.797363   0.716309   0.632812   0.562500   0.487793   0.429688   0.367188   0.272949   0.201172   0.147461   0.000977   0.000000   0.000000   0.000000 
  0.638776    5615.00   0.863770   0.799316   0.730957   0.647949   0.591797   0.517578   0.435547   0.384766   0.302246   0.259766   0.164062   0.080566   0.000977   0.000000   0.000000 
  0.640816    9415.00   0.870605   0.803223   0.734375   0.660156   0.585449   0.521973   0.477539   0.382812   0.335938   0.277344   0.212891   0.157715   0.065918   0.000977   0.000000 
  0.642857   16141.50   0.875488   0.813965   0.731445   0.649414   0.586914   0.539062   0.449707   0.402832   0.377441   0.324219   0.265137   0.214844   0.162598   0.053711   0.032227 
  0.644898   16385.00   0.875977   0.811035   0.733887   0.670898   0.599609   0.535156   0.472656   0.413574   0.384277   0.350098   0.354004   0.302734   0.302734   0.213867   0.224121 
  0.646939   16385.00   0.875488   0.822266   0.741699   0.679199   0.599121   0.549805   0.499512   0.453125   0.400391   0.380371   0.325684   0.347656   0.347168   0.336914   0.335449 
  0.648980   16385.00   0.881348   0.822266   0.743652   0.670410   0.608398   0.553711   0.507324   0.459961   0.424316   0.407715   0.390625   0.400879   0.425293   0.413086   0.409180 
  0.651020   16385.00   0.880371   0.820801   0.752441   0.677734   0.616211   0.576172   0.513672   0.479492   0.471191   0.423340   0.423340   0.446289   0.434570   0.431152   0.437012 
  0.653061   16385.00   0.877441   0.822266   0.760254   0.677246   0.625977   0.576660   0.540527   0.500488   0.470215   0.459961   0.476074   0.463379   0.486816   0.479980   0.479004 
  0.655102   16385.00   0.882324   0.817383   0.753418   0.695801   0.629883   0.574219   0.565918   0.517090   0.528809   0.499023   0.481934   0.474609   0.506348   0.518555   0.496094 
  0.657143   16385.00   0.885254   0.826660   0.752930   0.687012   0.639648   0.595215   0.577148   0.558594   0.523926   0.536133   0.521484   0.508789   0.543945   0.540039   0.521973 
  0.659184   16385.00   0.888184   0.833984   0.772949   0.710449   0.649902   0.618164   0.573242   0.564941   0.540039   0.546387   0.530273   0.529785   0.537109   0.529297   0.551270 
  0.661224   16385.00   0.884277   0.827148   0.762695   0.699219   0.657715   0.612305   0.601562   0.560059   0.573242   0.560547   0.542969   0.572266   0.549316   0.569336   0.568848 
  0.663265   16385.00   0.886719   0.834473   0.775391   0.709961   0.653809   0.610840   0.607422   0.582031   0.567871   0.579102   0.581055   0.571777   0.565430   0.583496   0.583984 
  0.665306   16385.00   0.883301   0.827637   0.775879   0.714844   0.666016   0.642090   0.610840   0.586426   0.590820   0.593750   0.592773   0.590332   0.598145   0.605957   0.597168 
  0.667347   16385.00   0.888184   0.841309   0.782227   0.731934   0.687500   0.636719   0.633301   0.604004   0.636719   0.593262   0.629395   0.602539   0.622559   0.597656   0.617188 
  0.669388   16385.00   0.885742   0.831543   0.779297   0.731445   0.673828   0.657227   0.635254   0.604492   0.621094   0.631348   0.621582   0.626465   0.620605   0.611816   0.629883 
  0.671429   16385.00   0.892090   0.852051   0.786133   0.714844   0.692383   0.660645   0.654785   0.630371   0.642090   0.631348   0.623535   0.646973   0.650879   0.636230   0.651367 
