# N=128, Tmax=2048, anz=10
  0.400000     133.50   0.820312   0.722656   0.578125   0.457031   0.285156   0.242188   0.078125   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.402041     137.00   0.785156   0.703125   0.542969   0.417969   0.355469   0.265625   0.050781   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.404082     126.00   0.781250   0.671875   0.566406   0.433594   0.324219   0.238281   0.023438   0.000000   0.000000   0.000000   0.000000   0.000000 
  0.406122     142.50   0.781250   0.683594   0.558594   0.488281   0.359375   0.238281   0.031250   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.408163     146.00   0.796875   0.714844   0.574219   0.480469   0.367188   0.320312   0.085938   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.410204     241.00   0.796875   0.699219   0.582031   0.476562   0.347656   0.222656   0.160156   0.027344   0.003906   0.000000   0.000000   0.000000 
  0.412245     200.00   0.796875   0.714844   0.617188   0.449219   0.351562   0.250000   0.121094   0.015625   0.000000   0.000000   0.000000   0.000000 
  0.414286     250.50   0.812500   0.699219   0.570312   0.480469   0.386719   0.289062   0.179688   0.062500   0.003906   0.000000   0.000000   0.000000 
  0.416327     237.50   0.800781   0.714844   0.617188   0.539062   0.398438   0.343750   0.203125   0.007812   0.000000   0.000000   0.000000   0.000000 
  0.418367     330.00   0.812500   0.703125   0.585938   0.492188   0.449219   0.347656   0.203125   0.027344   0.007812   0.000000   0.000000   0.000000 
  0.420408     394.50   0.816406   0.710938   0.640625   0.507812   0.445312   0.363281   0.226562   0.050781   0.007812   0.000000   0.000000   0.000000 
  0.422449     367.00   0.800781   0.703125   0.613281   0.496094   0.417969   0.375000   0.257812   0.167969   0.007812   0.000000   0.000000   0.000000 
  0.424490     280.50   0.804688   0.718750   0.628906   0.539062   0.472656   0.363281   0.273438   0.039062   0.003906   0.000000   0.000000   0.000000 
  0.426531     438.00   0.812500   0.710938   0.597656   0.550781   0.402344   0.351562   0.312500   0.164062   0.011719   0.000000   0.000000   0.000000 
  0.428571     384.00   0.796875   0.703125   0.621094   0.523438   0.468750   0.359375   0.281250   0.191406   0.011719   0.000000   0.000000   0.000000 
  0.430612     756.00   0.824219   0.703125   0.621094   0.554688   0.500000   0.406250   0.324219   0.257812   0.156250   0.007812   0.000000   0.000000 
  0.432653     767.00   0.789062   0.710938   0.648438   0.578125   0.484375   0.445312   0.292969   0.253906   0.144531   0.007812   0.000000   0.000000 
  0.434694    1501.50   0.808594   0.714844   0.648438   0.562500   0.468750   0.410156   0.363281   0.335938   0.238281   0.160156   0.011719   0.000000 
  0.436735    1011.50   0.812500   0.750000   0.625000   0.554688   0.500000   0.394531   0.351562   0.324219   0.292969   0.050781   0.003906   0.000000 
  0.438776    2049.00   0.835938   0.773438   0.687500   0.578125   0.511719   0.464844   0.359375   0.382812   0.312500   0.257812   0.250000   0.207031 
  0.440816    2049.00   0.820312   0.750000   0.664062   0.523438   0.507812   0.449219   0.468750   0.394531   0.300781   0.296875   0.234375   0.230469 
  0.442857    2049.00   0.839844   0.726562   0.687500   0.609375   0.550781   0.468750   0.429688   0.394531   0.417969   0.332031   0.328125   0.285156 
  0.444898    2049.00   0.812500   0.734375   0.656250   0.589844   0.539062   0.515625   0.464844   0.425781   0.375000   0.367188   0.355469   0.343750 
  0.446939    2049.00   0.824219   0.718750   0.683594   0.601562   0.531250   0.503906   0.445312   0.425781   0.433594   0.421875   0.371094   0.398438 
  0.448980    2049.00   0.832031   0.765625   0.691406   0.585938   0.539062   0.507812   0.519531   0.503906   0.406250   0.441406   0.425781   0.460938 
  0.451020    2049.00   0.828125   0.746094   0.679688   0.593750   0.542969   0.488281   0.437500   0.480469   0.445312   0.445312   0.523438   0.453125 
  0.453061    2049.00   0.843750   0.730469   0.687500   0.605469   0.550781   0.527344   0.476562   0.515625   0.449219   0.410156   0.523438   0.468750 
  0.455102    2049.00   0.839844   0.781250   0.687500   0.636719   0.601562   0.566406   0.503906   0.484375   0.484375   0.503906   0.480469   0.453125 
  0.457143    2049.00   0.839844   0.773438   0.722656   0.625000   0.585938   0.546875   0.511719   0.519531   0.515625   0.554688   0.527344   0.515625 
  0.459184    2049.00   0.855469   0.777344   0.691406   0.628906   0.562500   0.554688   0.570312   0.535156   0.519531   0.476562   0.488281   0.503906 
  0.461224    2049.00   0.835938   0.773438   0.710938   0.656250   0.601562   0.539062   0.546875   0.554688   0.546875   0.550781   0.554688   0.554688 
  0.463265    2049.00   0.824219   0.792969   0.738281   0.664062   0.628906   0.554688   0.542969   0.601562   0.546875   0.605469   0.539062   0.542969 
  0.465306    2049.00   0.835938   0.757812   0.722656   0.675781   0.609375   0.597656   0.589844   0.601562   0.609375   0.562500   0.585938   0.601562 
  0.467347    2049.00   0.847656   0.804688   0.750000   0.695312   0.605469   0.597656   0.613281   0.609375   0.628906   0.628906   0.609375   0.609375 
  0.469388    2049.00   0.859375   0.773438   0.730469   0.667969   0.660156   0.613281   0.632812   0.621094   0.625000   0.578125   0.632812   0.535156 
  0.471429    2049.00   0.867188   0.808594   0.703125   0.679688   0.625000   0.648438   0.636719   0.652344   0.628906   0.652344   0.613281   0.597656 
  0.473469    2049.00   0.871094   0.804688   0.714844   0.699219   0.679688   0.640625   0.652344   0.628906   0.675781   0.652344   0.656250   0.609375 
  0.475510    2049.00   0.832031   0.765625   0.734375   0.687500   0.656250   0.601562   0.632812   0.562500   0.601562   0.695312   0.597656   0.593750 
  0.477551    2049.00   0.839844   0.781250   0.710938   0.671875   0.699219   0.667969   0.671875   0.656250   0.648438   0.628906   0.664062   0.640625 
  0.479592    2049.00   0.863281   0.777344   0.738281   0.695312   0.660156   0.675781   0.652344   0.691406   0.667969   0.683594   0.652344   0.628906 
  0.481633    2049.00   0.855469   0.785156   0.746094   0.707031   0.703125   0.648438   0.675781   0.636719   0.636719   0.664062   0.652344   0.660156 
  0.483673    2049.00   0.855469   0.808594   0.738281   0.695312   0.652344   0.679688   0.648438   0.671875   0.675781   0.699219   0.726562   0.687500 
